Running experiment synthetic
Low rank conversion done
Pretraining model on donor units
Iteration:0	Loss_mean:0.6812783479690552	Loss_std:0.0
Iteration:9100	Loss_mean:0.010570134825538844	Loss_std:0.010643448815683222
Iteration:9200	Loss_mean:0.008629550225450658	Loss_std:0.007244995020913676
Iteration:9300	Loss_mean:0.010637917637941427	Loss_std:0.00906883178913231
Iteration:9400	Loss_mean:0.010314159037079662	Loss_std:0.010181897755381758
Iteration:9500	Loss_mean:0.007962759516085499	Loss_std:0.007240467588608426
Iteration:9600	Loss_mean:0.008491207412444055	Loss_std:0.00903619133482148
Iteration:9700	Loss_mean:0.008136511327465996	Loss_std:0.00904328045318452
Iteration:9800	Loss_mean:0.007012630014214665	Loss_std:0.006536021349198557
Iteration:9900	Loss_mean:0.009338232091977261	Loss_std:0.009930452619988081
Iteration:10000	Loss_mean:0.00861540942627471	Loss_std:0.007868079124547204
Iteration:10100	Loss_mean:0.007718507263052743	Loss_std:0.007338537788039301
Iteration:10200	Loss_mean:0.007166801641287748	Loss_std:0.007660256588332307
Iteration:10300	Loss_mean:0.009418266680440865	Loss_std:0.009398925393317313
Iteration:10400	Loss_mean:0.00823805312247714	Loss_std:0.007595641374325468
Iteration:10500	Loss_mean:0.008245113888697232	Loss_std:0.0066187872347404815
Iteration:10600	Loss_mean:0.007978247914579698	Loss_std:0.008285079697214775
Iteration:10700	Loss_mean:0.007837818507687189	Loss_std:0.007939225835521086
Iteration:10800	Loss_mean:0.007056031620595604	Loss_std:0.006359517921723689
Iteration:10900	Loss_mean:0.009037325772515032	Loss_std:0.007527949521728092
Iteration:11000	Loss_mean:0.009010577089793515	Loss_std:0.008203964371399305
Iteration:11100	Loss_mean:0.008256406382715796	Loss_std:0.00873920266359235
Iteration:11200	Loss_mean:0.006499226631131023	Loss_std:0.006793694296687244
Iteration:11300	Loss_mean:0.0076673323888098825	Loss_std:0.007334275507991929
Iteration:11400	Loss_mean:0.007782146028475836	Loss_std:0.007136470200566541
Iteration:11500	Loss_mean:0.008273477996699512	Loss_std:0.008232195895637073
Iteration:11600	Loss_mean:0.007302282083546743	Loss_std:0.006691914536733904
Iteration:11700	Loss_mean:0.008850492792553268	Loss_std:0.010048236965787194
Iteration:11800	Loss_mean:0.008619431687984616	Loss_std:0.009142194363593205
Iteration:11900	Loss_mean:0.0071576441114302725	Loss_std:0.008059209786463701
Iteration:12000	Loss_mean:0.007427824370097369	Loss_std:0.007103131150384478
Iteration:12100	Loss_mean:0.007093536867178046	Loss_std:0.007332948186538291
Iteration:12200	Loss_mean:0.0071028349664993586	Loss_std:0.006736163632859548
Iteration:12300	Loss_mean:0.00766735099023208	Loss_std:0.007381529093454084
Iteration:12400	Loss_mean:0.006707663382985629	Loss_std:0.0066179249747296285
Iteration:12500	Loss_mean:0.006897043251665309	Loss_std:0.006700772548016314
Iteration:12600	Loss_mean:0.007314702424919233	Loss_std:0.006719473864052676
Iteration:12700	Loss_mean:0.007355628555233125	Loss_std:0.007220453716283349
Iteration:12800	Loss_mean:0.007163343200809322	Loss_std:0.006142822310151842
Iteration:12900	Loss_mean:0.006884317939402536	Loss_std:0.006263736342928358
Iteration:13000	Loss_mean:0.007732000813703053	Loss_std:0.009510937420428717
Iteration:13100	Loss_mean:0.00722240058647003	Loss_std:0.006750231327000612
Iteration:13200	Loss_mean:0.007493435564974789	Loss_std:0.007885220502006698
Iteration:13300	Loss_mean:0.006880960763373878	Loss_std:0.007523192735763361
Iteration:13400	Loss_mean:0.00740030195331201	Loss_std:0.0070160163286731945
Iteration:13500	Loss_mean:0.0072503042416065	Loss_std:0.006715024313854604
Iteration:13600	Loss_mean:0.006471986330871005	Loss_std:0.006412458946099425
Iteration:13700	Loss_mean:0.007322093894472346	Loss_std:0.007864534500693254
Iteration:13800	Loss_mean:0.0073769339572754685	Loss_std:0.00656894637137529
Iteration:13900	Loss_mean:0.006405506472510751	Loss_std:0.006099646185298752
Iteration:14000	Loss_mean:0.006420178776024841	Loss_std:0.007497656631259843
Iteration:14100	Loss_mean:0.006510247676051222	Loss_std:0.005878288168844996
Iteration:14200	Loss_mean:0.008524768682545982	Loss_std:0.007121781756489801
Iteration:14300	Loss_mean:0.006682846251060255	Loss_std:0.005839830099193703
Iteration:14400	Loss_mean:0.006662738639861345	Loss_std:0.005881412560567459
Iteration:14500	Loss_mean:0.006290715173818171	Loss_std:0.006031525836804619
Iteration:14600	Loss_mean:0.005931409182376228	Loss_std:0.005825983308281221
Iteration:14700	Loss_mean:0.00628302673518192	Loss_std:0.0058378999409420046
Iteration:14800	Loss_mean:0.006468237263907213	Loss_std:0.006879675756425605
Iteration:14900	Loss_mean:0.005997772545670159	Loss_std:0.0052962964880706054
Iteration:15000	Loss_mean:0.00625008535454981	Loss_std:0.005766552676790319
Iteration:15100	Loss_mean:0.006101987998263212	Loss_std:0.005698302823292515
Iteration:15200	Loss_mean:0.007053630988229998	Loss_std:0.006816776232858738
Iteration:15300	Loss_mean:0.007108830708020832	Loss_std:0.007429373889111005
Iteration:15400	Loss_mean:0.007109540603705682	Loss_std:0.007334953548310008
Iteration:15500	Loss_mean:0.0070380732219200584	Loss_std:0.005751758160439593
Iteration:15600	Loss_mean:0.007718716450035572	Loss_std:0.009896581668479069
Iteration:15700	Loss_mean:0.006243331480072811	Loss_std:0.005702042549051152
Iteration:15800	Loss_mean:0.005743107667076402	Loss_std:0.005627130540694633
Iteration:15900	Loss_mean:0.00627909574075602	Loss_std:0.005095461247366461
Iteration:16000	Loss_mean:0.006423984890716383	Loss_std:0.006581372216312144
Iteration:16100	Loss_mean:0.006419833604013547	Loss_std:0.00654201916118813
Iteration:16200	Loss_mean:0.006412672697915695	Loss_std:0.00596889221634897
Iteration:16300	Loss_mean:0.0062556051296996885	Loss_std:0.006536426036533495
Iteration:16400	Loss_mean:0.006764441993145738	Loss_std:0.007705978551024918
Iteration:16500	Loss_mean:0.006171281219867524	Loss_std:0.005388072085071261
Iteration:16600	Loss_mean:0.006585845411464107	Loss_std:0.005900865132285599
Iteration:16700	Loss_mean:0.006067659122054465	Loss_std:0.005975774872352357
Iteration:16800	Loss_mean:0.00642698971380014	Loss_std:0.005413997831978168
Iteration:16900	Loss_mean:0.006065672149125021	Loss_std:0.006268646912564576
Iteration:17000	Loss_mean:0.00699401549238246	Loss_std:0.006308516932611646
Iteration:17100	Loss_mean:0.00538794574997155	Loss_std:0.005543999995918441
Iteration:17200	Loss_mean:0.00679763852385804	Loss_std:0.005739531321177826
Iteration:17300	Loss_mean:0.007870644259382971	Loss_std:0.008802174429131072
Iteration:17400	Loss_mean:0.005452695724670775	Loss_std:0.00554550393627221
Iteration:17500	Loss_mean:0.0073481431102845815	Loss_std:0.007304208431027155
Iteration:17600	Loss_mean:0.007087231233599596	Loss_std:0.006424522699966799
Iteration:17700	Loss_mean:0.006519346335844603	Loss_std:0.006614953498141905
Iteration:17800	Loss_mean:0.005339241215697257	Loss_std:0.005310760170894011
Iteration:17900	Loss_mean:0.0060349758336087685	Loss_std:0.007504591989868152
Iteration:18000	Loss_mean:0.005434644498163835	Loss_std:0.004827511419105218
Iteration:18100	Loss_mean:0.00747323960007634	Loss_std:0.007391690663699589
Iteration:18200	Loss_mean:0.005559773431014037	Loss_std:0.0054355215276838675
Iteration:18300	Loss_mean:0.006205338861909695	Loss_std:0.00751273053768885
Iteration:18400	Loss_mean:0.005729289221926592	Loss_std:0.006303423706602453
Iteration:18500	Loss_mean:0.00687876453041099	Loss_std:0.007104249265000909
Iteration:18600	Loss_mean:0.005868951740267221	Loss_std:0.005716167246971119
Iteration:18700	Loss_mean:0.0051710359049320686	Loss_std:0.006204830950738897
Iteration:18800	Loss_mean:0.007758923299552407	Loss_std:0.00743810402128281
Iteration:18900	Loss_mean:0.006261243913031649	Loss_std:0.0060319110578547835
Iteration:19000	Loss_mean:0.007265600038226694	Loss_std:0.007670479383732875
Iteration:19100	Loss_mean:0.0059775940782856194	Loss_std:0.005662715744527349
Iteration:19200	Loss_mean:0.005791315992828458	Loss_std:0.005269490881334413
Iteration:19300	Loss_mean:0.007072551778692287	Loss_std:0.007120646581861512
Iteration:19400	Loss_mean:0.006342165670939721	Loss_std:0.007379040032856349
Iteration:19500	Loss_mean:0.006205869964614977	Loss_std:0.006336106407758009
Iteration:19600	Loss_mean:0.006885115710028913	Loss_std:0.00741477826192238
Iteration:19700	Loss_mean:0.006584519797470421	Loss_std:0.006397914881929628
Iteration:19800	Loss_mean:0.006541953092673794	Loss_std:0.006837813789474007
Iteration:19900	Loss_mean:0.005622687822324224	Loss_std:0.006584456951471475
Iteration:20000	Loss_mean:0.006138840820640325	Loss_std:0.006876612553118103
Iteration:20100	Loss_mean:0.0068386638764059175	Loss_std:0.007805758743135028
Iteration:20200	Loss_mean:0.006138929853041191	Loss_std:0.006683171498440854
Iteration:20300	Loss_mean:0.006639458806603216	Loss_std:0.008477601239400142
Iteration:20400	Loss_mean:0.008133590162615292	Loss_std:0.007925179208516202
Iteration:20500	Loss_mean:0.006255767423135694	Loss_std:0.006976629363925779
Iteration:20600	Loss_mean:0.007204213829827495	Loss_std:0.008456402525417135
Iteration:20700	Loss_mean:0.006329779785883147	Loss_std:0.006317958615917354
Iteration:20800	Loss_mean:0.0061784094804897905	Loss_std:0.006779267210072101
Iteration:20900	Loss_mean:0.005656724916188977	Loss_std:0.0068696280444593425
Iteration:21000	Loss_mean:0.006020302571705542	Loss_std:0.007063680480807168
Iteration:21100	Loss_mean:0.00660486430162564	Loss_std:0.006570922849859927
Iteration:21200	Loss_mean:0.005437721592606977	Loss_std:0.0057999616326712975
Iteration:21300	Loss_mean:0.005580887309042737	Loss_std:0.00589503851799085
Iteration:21400	Loss_mean:0.00604033936324413	Loss_std:0.006756746764589785
Iteration:21500	Loss_mean:0.006720537289220374	Loss_std:0.006689555214119566
Iteration:21600	Loss_mean:0.00588822262478061	Loss_std:0.005851867019249323
Iteration:21700	Loss_mean:0.005057328353868798	Loss_std:0.005359336628138801
Iteration:21800	Loss_mean:0.0058052884342032485	Loss_std:0.005979573376066003
Iteration:21900	Loss_mean:0.006000565647264011	Loss_std:0.006861491674624646
Iteration:22000	Loss_mean:0.0058590516980621034	Loss_std:0.005894198841321457
Iteration:22100	Loss_mean:0.006472042314126156	Loss_std:0.006814290809458619
Iteration:22200	Loss_mean:0.005045054094225634	Loss_std:0.004943302012634823
Iteration:22300	Loss_mean:0.005425578710855916	Loss_std:0.005667669002895431
Iteration:22400	Loss_mean:0.006241643125249539	Loss_std:0.00720166218143243
Iteration:22500	Loss_mean:0.0062154638610081745	Loss_std:0.005780075518290482
Iteration:22600	Loss_mean:0.0070163965714164075	Loss_std:0.007458362895908935
Iteration:22700	Loss_mean:0.006031884144758806	Loss_std:0.006393152596138775
Iteration:22800	Loss_mean:0.004424184908275492	Loss_std:0.004192381553657237
Iteration:22900	Loss_mean:0.005906084750895388	Loss_std:0.00606958810067923
Iteration:23000	Loss_mean:0.00723017912125215	Loss_std:0.007896571229937158
Iteration:23100	Loss_mean:0.005818742922274396	Loss_std:0.0066765291706448555
Iteration:23200	Loss_mean:0.006422579112113453	Loss_std:0.008691801743109
Iteration:23300	Loss_mean:0.005474475304363295	Loss_std:0.006455283050633347
Iteration:23400	Loss_mean:0.006057974726718385	Loss_std:0.006811795180494829
Iteration:23500	Loss_mean:0.006877264898212161	Loss_std:0.007394252943620141
Iteration:23600	Loss_mean:0.005821798789547757	Loss_std:0.005940811160441689
Iteration:23700	Loss_mean:0.006517251593468245	Loss_std:0.005783419581364585
Iteration:23800	Loss_mean:0.006359479594393634	Loss_std:0.006584386593363894
Iteration:23900	Loss_mean:0.005112914725614246	Loss_std:0.005607342744320609
Iteration:24000	Loss_mean:0.006032876843819395	Loss_std:0.006234100345026021
Iteration:24100	Loss_mean:0.007974315100291278	Loss_std:0.009378407943196224
Iteration:24200	Loss_mean:0.0066172103473218155	Loss_std:0.0072242432296334156
Iteration:24300	Loss_mean:0.0062718734567170035	Loss_std:0.006866686677158861
Iteration:24400	Loss_mean:0.005808056273090187	Loss_std:0.006728744221822098
Iteration:24500	Loss_mean:0.006360678855562582	Loss_std:0.005639882409788522
Iteration:24600	Loss_mean:0.005764280466246418	Loss_std:0.006857302184634631
Iteration:24700	Loss_mean:0.007522222584229894	Loss_std:0.009482708461259664
Iteration:24800	Loss_mean:0.005871782985341269	Loss_std:0.007052927055513556
Iteration:24900	Loss_mean:0.0055029366139206105	Loss_std:0.005784464961286418
Iteration:25000	Loss_mean:0.006632676333538257	Loss_std:0.008692848655195443
Iteration:25100	Loss_mean:0.006022575662354939	Loss_std:0.00564052408452284
Iteration:25200	Loss_mean:0.006084399520768784	Loss_std:0.0060277100967354716
Iteration:25300	Loss_mean:0.0065514768922002985	Loss_std:0.00754856191380641
Iteration:25400	Loss_mean:0.006180586538976058	Loss_std:0.007850565304374188
Iteration:25500	Loss_mean:0.005986547943321057	Loss_std:0.005928093519245718
Iteration:25600	Loss_mean:0.005858989976113662	Loss_std:0.008732632749211369
Iteration:25700	Loss_mean:0.007068376266979612	Loss_std:0.007304606249672564
Iteration:25800	Loss_mean:0.005956917030271142	Loss_std:0.007194093074867302
Iteration:25900	Loss_mean:0.007320832033292391	Loss_std:0.008059340118186816
Iteration:26000	Loss_mean:0.006964060858590529	Loss_std:0.006850590340540808
Iteration:26100	Loss_mean:0.006345970119582489	Loss_std:0.005841366174694711
Iteration:26200	Loss_mean:0.006303598428785335	Loss_std:0.00849401211720922
Iteration:26300	Loss_mean:0.006410001490148715	Loss_std:0.006090196024576891
Iteration:26400	Loss_mean:0.005778980443719775	Loss_std:0.005946049832962598
Iteration:26500	Loss_mean:0.004437723344017286	Loss_std:0.004950228114878444
Iteration:26600	Loss_mean:0.005874680129345507	Loss_std:0.0062958067481412566
Iteration:26700	Loss_mean:0.0071507006406318395	Loss_std:0.007497360989856946
Iteration:26800	Loss_mean:0.005515189081197604	Loss_std:0.00531490536180643
Iteration:26900	Loss_mean:0.005317705170018599	Loss_std:0.005841595611153377
Iteration:27000	Loss_mean:0.005363962293486111	Loss_std:0.0060051567524778224
Iteration:27100	Loss_mean:0.004872031163540669	Loss_std:0.004861426494434355
Iteration:27200	Loss_mean:0.004726502204139251	Loss_std:0.0042695331794171745
Iteration:27300	Loss_mean:0.005401687470730394	Loss_std:0.005549494679027741
Iteration:27400	Loss_mean:0.006739820381626487	Loss_std:0.006261919962241207
Iteration:27500	Loss_mean:0.006964003304019571	Loss_std:0.007712387964806704
Iteration:27600	Loss_mean:0.005845724096288905	Loss_std:0.007279684899671855
Iteration:27700	Loss_mean:0.006534070296038408	Loss_std:0.007243820433359549
Iteration:27800	Loss_mean:0.0050323684469913135	Loss_std:0.005402685212542133
Iteration:27900	Loss_mean:0.006174026267835871	Loss_std:0.006513951426982817
Iteration:28000	Loss_mean:0.006066764152783435	Loss_std:0.006331144878078157
Iteration:28100	Loss_mean:0.0063990746269701046	Loss_std:0.0060200191867932325
Iteration:28200	Loss_mean:0.005987623940745835	Loss_std:0.005800474652180219
Iteration:28300	Loss_mean:0.005623314037802629	Loss_std:0.006170600246079585
Iteration:28400	Loss_mean:0.005942972800112329	Loss_std:0.006180654649740292
Iteration:28500	Loss_mean:0.004610189077502582	Loss_std:0.004585777160454137
Iteration:28600	Loss_mean:0.005668523671047297	Loss_std:0.005876826081424164
Iteration:28700	Loss_mean:0.006177079679328017	Loss_std:0.006480601193289312
Iteration:28800	Loss_mean:0.005149001557438169	Loss_std:0.006436044286075352
Iteration:28900	Loss_mean:0.004704766636132262	Loss_std:0.005162304177759281
Iteration:29000	Loss_mean:0.006717847274849191	Loss_std:0.007541466875521059
Iteration:29100	Loss_mean:0.008027095702127554	Loss_std:0.009090777863805072
Iteration:29200	Loss_mean:0.006574101428850554	Loss_std:0.007701093943914728
Iteration:29300	Loss_mean:0.005873363970895298	Loss_std:0.005793236097632117
Iteration:29400	Loss_mean:0.004701711273228284	Loss_std:0.0050979626301499185
Iteration:29500	Loss_mean:0.005897443017311162	Loss_std:0.0057054020653726145
Iteration:29600	Loss_mean:0.006143497570010367	Loss_std:0.006746926384313307
Iteration:29700	Loss_mean:0.00630276176641928	Loss_std:0.00649544864659132
Iteration:29800	Loss_mean:0.005769846809998853	Loss_std:0.007293978401365797
Iteration:29900	Loss_mean:0.004864983113948256	Loss_std:0.0054354945407185514
Iteration:30000	Loss_mean:0.004663741364201997	Loss_std:0.005456595882226556
Iteration:30100	Loss_mean:0.0050288088867091576	Loss_std:0.005789313511807522
Iteration:30200	Loss_mean:0.006084272918233182	Loss_std:0.007744196163472996
Iteration:30300	Loss_mean:0.006480957352323458	Loss_std:0.00633895755512243
Iteration:30400	Loss_mean:0.005369453254388645	Loss_std:0.006515844232816827
Iteration:30500	Loss_mean:0.006828125144238584	Loss_std:0.007686642440147431
Iteration:30600	Loss_mean:0.006159518178610597	Loss_std:0.006674714473399614
Iteration:30700	Loss_mean:0.0062841919079073705	Loss_std:0.0065982704721955525
Iteration:30800	Loss_mean:0.0056974862862261945	Loss_std:0.005715314168510833
Iteration:30900	Loss_mean:0.005696044010255719	Loss_std:0.0076981205900374374
Iteration:31000	Loss_mean:0.005821559801115654	Loss_std:0.006575082424293544
Iteration:31100	Loss_mean:0.006443132187705487	Loss_std:0.007189649859771566
Iteration:31200	Loss_mean:0.004684751322783996	Loss_std:0.005527917035246851
Iteration:31300	Loss_mean:0.006140770602796692	Loss_std:0.00706443956240274
Iteration:31400	Loss_mean:0.0050067363755078986	Loss_std:0.0045372886910064695
Iteration:31500	Loss_mean:0.006733844388800207	Loss_std:0.006640702432596124
Iteration:31600	Loss_mean:0.006676322077983059	Loss_std:0.007747747300813364
Iteration:31700	Loss_mean:0.005004917267942801	Loss_std:0.0055275985596791805
Iteration:31800	Loss_mean:0.0065497756417607885	Loss_std:0.007801053174138877
Iteration:31900	Loss_mean:0.006594372900435701	Loss_std:0.007102555328200619
Iteration:32000	Loss_mean:0.00575478592683794	Loss_std:0.00643823640669394
Iteration:32100	Loss_mean:0.005619855595869012	Loss_std:0.0062431999097192865
Iteration:32200	Loss_mean:0.0052209295541979376	Loss_std:0.005541693305606909
Iteration:32300	Loss_mean:0.005683338049566373	Loss_std:0.006286973094566483
Iteration:32400	Loss_mean:0.006422850217786618	Loss_std:0.006533741076961031
Iteration:32500	Loss_mean:0.006455472893430851	Loss_std:0.007282354042395827
Iteration:32600	Loss_mean:0.0070110753912013025	Loss_std:0.0067779622939903965
Iteration:32700	Loss_mean:0.0056873727071797475	Loss_std:0.0063799179796152185
Iteration:32800	Loss_mean:0.006590825511375442	Loss_std:0.007480845948129188
Iteration:32900	Loss_mean:0.006064515502657741	Loss_std:0.005763294682878976
Iteration:33000	Loss_mean:0.005911836240557022	Loss_std:0.006283252169505681
Iteration:33100	Loss_mean:0.006000840030028484	Loss_std:0.005920489828851779
Iteration:33200	Loss_mean:0.006239110078313388	Loss_std:0.007412010724389179
Iteration:33300	Loss_mean:0.005765709818806499	Loss_std:0.006608401156188425
Iteration:33400	Loss_mean:0.00630764906614786	Loss_std:0.006388103152126568
Iteration:33500	Loss_mean:0.004401656269328669	Loss_std:0.005595381107302783
Iteration:33600	Loss_mean:0.004776257667108439	Loss_std:0.004916939410015112
Iteration:33700	Loss_mean:0.005584542113356292	Loss_std:0.005376872363364076
Iteration:33800	Loss_mean:0.00585129666083958	Loss_std:0.0060269200434160475
Iteration:33900	Loss_mean:0.004494658736803103	Loss_std:0.004459754378448784
Iteration:34000	Loss_mean:0.006118023137678392	Loss_std:0.006114474558542883
Iteration:34100	Loss_mean:0.006094550005509518	Loss_std:0.006747818966825695
Iteration:34200	Loss_mean:0.007319115723366849	Loss_std:0.008030571433873094
Iteration:34300	Loss_mean:0.0052295347119797955	Loss_std:0.005065375063964369
Iteration:34400	Loss_mean:0.0060173178184777494	Loss_std:0.0059183201221163564
Iteration:34500	Loss_mean:0.005825503044761717	Loss_std:0.007063558066519888
Iteration:34600	Loss_mean:0.006167040421569254	Loss_std:0.007416914120803791
Iteration:34700	Loss_mean:0.0059002344697364605	Loss_std:0.005807126337827293
Iteration:34800	Loss_mean:0.006008080223109573	Loss_std:0.005323026469851327
Iteration:34900	Loss_mean:0.0058657322957878935	Loss_std:0.005878865719136295
Iteration:35000	Loss_mean:0.005359062622883357	Loss_std:0.005176085393208786
Iteration:35100	Loss_mean:0.006644370174908545	Loss_std:0.006635307136620269
Iteration:35200	Loss_mean:0.005280110499006696	Loss_std:0.005826305894672311
Iteration:35300	Loss_mean:0.00569475297088502	Loss_std:0.007011955911810812
Iteration:35400	Loss_mean:0.00568843936547637	Loss_std:0.007254847805847183
