Running experiment synthetic
Pretraining model on donor units
Iteration:0	Loss_mean:0.4480801224708557	Loss_std:0.0
Iteration:8300	Loss_mean:0.013842397850385168	Loss_std:0.015171046185904194
Iteration:8400	Loss_mean:0.012782991377534927	Loss_std:0.013685546673954229
Iteration:8500	Loss_mean:0.012611768970091362	Loss_std:0.014097686627777252
Iteration:8600	Loss_mean:0.01527188880747417	Loss_std:0.014367602834650097
Iteration:8700	Loss_mean:0.014909140914060117	Loss_std:0.018770357065474877
Iteration:8800	Loss_mean:0.014368861374368862	Loss_std:0.0163331711450314
Iteration:8900	Loss_mean:0.013390927264263155	Loss_std:0.013678512743048163
Iteration:9000	Loss_mean:0.01476286221659393	Loss_std:0.018199729361678903
Iteration:9100	Loss_mean:0.013992625715600298	Loss_std:0.014825273200403829
Iteration:9200	Loss_mean:0.017202128404824178	Loss_std:0.01821183630636557
Iteration:9300	Loss_mean:0.016689831217372556	Loss_std:0.01812408152082163
Iteration:9400	Loss_mean:0.011488746225877549	Loss_std:0.013660003335975479
Iteration:9500	Loss_mean:0.01274439333283226	Loss_std:0.012566931118185378
Iteration:9600	Loss_mean:0.01590052028739592	Loss_std:0.01638625552876908
Iteration:9700	Loss_mean:0.01495758297300199	Loss_std:0.014886329497389736
Iteration:9800	Loss_mean:0.013349689945025603	Loss_std:0.013948201670452416
Iteration:9900	Loss_mean:0.012760644494810548	Loss_std:0.01329320313902008
Iteration:10000	Loss_mean:0.01655749150642805	Loss_std:0.019195523434988974
Iteration:10100	Loss_mean:0.015142976763690967	Loss_std:0.015380711701355325
Iteration:10200	Loss_mean:0.015052283830009401	Loss_std:0.016916639585520126
Iteration:10300	Loss_mean:0.013463355665153358	Loss_std:0.012784004982562932
Iteration:10400	Loss_mean:0.013725269779606607	Loss_std:0.01485261180730886
Iteration:10500	Loss_mean:0.014724186333878606	Loss_std:0.017176088180777
Iteration:10600	Loss_mean:0.014046478916861815	Loss_std:0.01879175070557968
Iteration:10700	Loss_mean:0.01543806742396555	Loss_std:0.019742268710581122
Iteration:10800	Loss_mean:0.013460766842763405	Loss_std:0.016799288505527626
Iteration:10900	Loss_mean:0.012768181408464443	Loss_std:0.013234982376969268
Iteration:11000	Loss_mean:0.00958380940850475	Loss_std:0.009994561532118319
Iteration:11100	Loss_mean:0.013411809980570979	Loss_std:0.013620892001729501
Iteration:11200	Loss_mean:0.011861923053802457	Loss_std:0.01384168397124444
Iteration:11300	Loss_mean:0.016154400351697403	Loss_std:0.019456099901480988
Iteration:11400	Loss_mean:0.01128330705461849	Loss_std:0.012408656895071929
Iteration:11500	Loss_mean:0.010479968675572309	Loss_std:0.012839891761961894
Iteration:11600	Loss_mean:0.012613462891640665	Loss_std:0.013198534388551297
Iteration:11700	Loss_mean:0.014229269568168092	Loss_std:0.013126791991915278
Iteration:11800	Loss_mean:0.010560768214636482	Loss_std:0.01051962444054194
Iteration:11900	Loss_mean:0.010995161377941258	Loss_std:0.012001919300017544
Iteration:12000	Loss_mean:0.013573705466224056	Loss_std:0.014576305992915237
Iteration:12100	Loss_mean:0.015312761323002633	Loss_std:0.016991057905282787
Iteration:12200	Loss_mean:0.011373672349745902	Loss_std:0.013358431817276558
Iteration:12300	Loss_mean:0.01235725513432044	Loss_std:0.012157162289317406
Iteration:12400	Loss_mean:0.01421360251835722	Loss_std:0.01598746041288805
Iteration:12500	Loss_mean:0.011230950470744573	Loss_std:0.012008583883909373
Iteration:12600	Loss_mean:0.013016055454327215	Loss_std:0.01348429308661228
Iteration:12700	Loss_mean:0.011641226095307503	Loss_std:0.011828152927608988
Iteration:12800	Loss_mean:0.01196239546945435	Loss_std:0.013291557517453216
Iteration:12900	Loss_mean:0.01412535241531259	Loss_std:0.013393368173894938
Iteration:13000	Loss_mean:0.012445632340823068	Loss_std:0.011453392630153011
Iteration:13100	Loss_mean:0.009982965647213859	Loss_std:0.010689291549181445
Iteration:13200	Loss_mean:0.011111802412924589	Loss_std:0.010287036865269245
Iteration:13300	Loss_mean:0.010503255611547501	Loss_std:0.012315233404152512
Iteration:13400	Loss_mean:0.011632600829543663	Loss_std:0.014614441679403675
Iteration:13500	Loss_mean:0.01015513516846113	Loss_std:0.01219095406609755
Iteration:13600	Loss_mean:0.013061006997595541	Loss_std:0.01531133590449093
Iteration:13700	Loss_mean:0.012433279499673518	Loss_std:0.012440557886603958
Iteration:13800	Loss_mean:0.011672610288660507	Loss_std:0.011536941021181643
Iteration:13900	Loss_mean:0.011646589770898573	Loss_std:0.012856981611078297
Iteration:14000	Loss_mean:0.01092843902646564	Loss_std:0.011445204187604212
Iteration:14100	Loss_mean:0.011600966561964014	Loss_std:0.012545925475598149
Iteration:14200	Loss_mean:0.012394533575825335	Loss_std:0.019584413855718432
Iteration:14300	Loss_mean:0.012995081967819715	Loss_std:0.013096171378038689
Iteration:14400	Loss_mean:0.010321630809976341	Loss_std:0.011318321672262871
Iteration:14500	Loss_mean:0.014035662575151946	Loss_std:0.015243180352327136
Iteration:14600	Loss_mean:0.011199120796809438	Loss_std:0.01395121998280362
Iteration:14700	Loss_mean:0.012145373772946187	Loss_std:0.012852224698207272
Iteration:14800	Loss_mean:0.01110332513180765	Loss_std:0.01131016390054077
Iteration:14900	Loss_mean:0.010699183215474478	Loss_std:0.01102424994893296
Iteration:15000	Loss_mean:0.011576446000399301	Loss_std:0.012944526943502689
Iteration:15100	Loss_mean:0.010203665535591426	Loss_std:0.01127945152754494
Iteration:15200	Loss_mean:0.011725936705406639	Loss_std:0.013652417985471083
Iteration:15300	Loss_mean:0.010255634283930703	Loss_std:0.01124687604448606
Iteration:15400	Loss_mean:0.009402928764861826	Loss_std:0.010810329590162072
Iteration:15500	Loss_mean:0.014236938199755968	Loss_std:0.020313998911348878
Iteration:15600	Loss_mean:0.012673311115795513	Loss_std:0.01342719852683712
Iteration:15700	Loss_mean:0.011117942573910113	Loss_std:0.012692777163755619
Iteration:15800	Loss_mean:0.012423589566933515	Loss_std:0.012759288674660014
Iteration:15900	Loss_mean:0.011395664935407694	Loss_std:0.014943428882705246
Iteration:16000	Loss_mean:0.01119642773144733	Loss_std:0.013537470418583454
Iteration:16100	Loss_mean:0.010199377194658155	Loss_std:0.011879609412179614
Iteration:16200	Loss_mean:0.011673297821216693	Loss_std:0.010243317218758435
Iteration:16300	Loss_mean:0.011887598854773387	Loss_std:0.013917116946677436
Iteration:16400	Loss_mean:0.009908468251096566	Loss_std:0.009436314721463238
Iteration:16500	Loss_mean:0.011326698425691575	Loss_std:0.013191959359566593
Iteration:16600	Loss_mean:0.01156187587592285	Loss_std:0.011844628365075433
Iteration:16700	Loss_mean:0.011581069121893961	Loss_std:0.010763131288367426
Iteration:16800	Loss_mean:0.010676331777649466	Loss_std:0.012293434594232046
Iteration:16900	Loss_mean:0.010345155558607076	Loss_std:0.0137727867828267
Iteration:17000	Loss_mean:0.011181368888087491	Loss_std:0.011391828735413724
Iteration:17100	Loss_mean:0.012255218843129113	Loss_std:0.013406567656970424
Iteration:17200	Loss_mean:0.008955507050300184	Loss_std:0.009657314448439857
Iteration:17300	Loss_mean:0.009682317699189298	Loss_std:0.00880045496615382
Iteration:17400	Loss_mean:0.012045845128996006	Loss_std:0.014139706852052406
Iteration:17500	Loss_mean:0.011988627812170307	Loss_std:0.01701252803742663
Iteration:17600	Loss_mean:0.009813258158374083	Loss_std:0.009647606209681091
Iteration:17700	Loss_mean:0.011726364991645824	Loss_std:0.01361722609614505
Iteration:17800	Loss_mean:0.011665068118454656	Loss_std:0.012174854012038489
Iteration:17900	Loss_mean:0.008852009078073025	Loss_std:0.009951792301613398
Iteration:18000	Loss_mean:0.010179261111156848	Loss_std:0.012438335209039282
Iteration:18100	Loss_mean:0.008628875146096107	Loss_std:0.009505228710419833
Iteration:18200	Loss_mean:0.010194799017262994	Loss_std:0.012751020005577372
Iteration:18300	Loss_mean:0.011422011218310218	Loss_std:0.012564468691136622
Iteration:18400	Loss_mean:0.008107914898201897	Loss_std:0.008715006606624045
Iteration:18500	Loss_mean:0.010279142810686608	Loss_std:0.010997295630013155
Iteration:18600	Loss_mean:0.009081451200618176	Loss_std:0.011616827114897076
Iteration:18700	Loss_mean:0.010888654408281582	Loss_std:0.01258315273674213
Iteration:18800	Loss_mean:0.01083269762006239	Loss_std:0.012623605088242612
Iteration:18900	Loss_mean:0.010919566415104782	Loss_std:0.013531642228317932
Iteration:19000	Loss_mean:0.008676687982660952	Loss_std:0.008307616443160974
Iteration:19100	Loss_mean:0.010527054016638431	Loss_std:0.009251611891260083
Iteration:19200	Loss_mean:0.009749110744669451	Loss_std:0.01112490571910149
Iteration:19300	Loss_mean:0.01200342418953369	Loss_std:0.01573209239180979
Iteration:19400	Loss_mean:0.008010557653251453	Loss_std:0.009474756122070192
Iteration:19500	Loss_mean:0.008968725357813128	Loss_std:0.010583117050698596
Iteration:19600	Loss_mean:0.008357292023429181	Loss_std:0.00836065173707482
Iteration:19700	Loss_mean:0.008898544111489173	Loss_std:0.009532801417482544
Iteration:19800	Loss_mean:0.01046797325665466	Loss_std:0.009828668497517845
Iteration:19900	Loss_mean:0.008412725004018285	Loss_std:0.009407329702762689
Iteration:20000	Loss_mean:0.009976840535782685	Loss_std:0.010796233198026185
Iteration:20100	Loss_mean:0.008462745794568037	Loss_std:0.010933836761439605
Iteration:20200	Loss_mean:0.01109875861722685	Loss_std:0.011616461484808945
Iteration:20300	Loss_mean:0.008266936040927248	Loss_std:0.007206683779336513
Iteration:20400	Loss_mean:0.010516167287070744	Loss_std:0.009342399116088801
Iteration:20500	Loss_mean:0.010192042458875221	Loss_std:0.009011812842490698
Iteration:20600	Loss_mean:0.010709464223182294	Loss_std:0.012067411986029402
Iteration:20700	Loss_mean:0.008689795839309226	Loss_std:0.008793713016686707
Iteration:20800	Loss_mean:0.011353406495472881	Loss_std:0.012499921579931968
Iteration:20900	Loss_mean:0.011031643621390686	Loss_std:0.011275636053723339
Iteration:21000	Loss_mean:0.009829466122173471	Loss_std:0.01054410787142781
Iteration:21100	Loss_mean:0.010295245898596476	Loss_std:0.010380159554134986
Iteration:21200	Loss_mean:0.011484356899018167	Loss_std:0.011944663904072911
Iteration:21300	Loss_mean:0.009138101907610689	Loss_std:0.009445028315301814
Iteration:21400	Loss_mean:0.010411236978397938	Loss_std:0.00940954394662647
Iteration:21500	Loss_mean:0.011004508674814133	Loss_std:0.012395005050459689
Iteration:21600	Loss_mean:0.009732208324761587	Loss_std:0.011006266500756647
Iteration:21700	Loss_mean:0.01121027767745545	Loss_std:0.012543129773357472
Iteration:21800	Loss_mean:0.010231948540895246	Loss_std:0.010931134606643304
Iteration:21900	Loss_mean:0.010534553602228698	Loss_std:0.010207853316497036
Iteration:22000	Loss_mean:0.008189380611438537	Loss_std:0.009422041833074823
Iteration:22100	Loss_mean:0.009590613805339671	Loss_std:0.008991423324124538
Iteration:22200	Loss_mean:0.008969141547422623	Loss_std:0.009156683911083407
Iteration:22300	Loss_mean:0.01066979393530346	Loss_std:0.011348414617505412
Iteration:22400	Loss_mean:0.007927868903789204	Loss_std:0.010467149285697046
Iteration:22500	Loss_mean:0.008705929854040733	Loss_std:0.009349790888463317
Iteration:22600	Loss_mean:0.009033141710606287	Loss_std:0.009985019901939556
Iteration:22700	Loss_mean:0.01097793245324283	Loss_std:0.00995873363685279
Iteration:22800	Loss_mean:0.010625633095623926	Loss_std:0.011528809915237866
Iteration:22900	Loss_mean:0.009449531720310916	Loss_std:0.008632172492115408
Iteration:23000	Loss_mean:0.009335342071681225	Loss_std:0.009881716085659076
Iteration:23100	Loss_mean:0.009746298966638279	Loss_std:0.009597896071655005
Iteration:23200	Loss_mean:0.008485357708850642	Loss_std:0.01073715218652442
Iteration:23300	Loss_mean:0.008602484048351471	Loss_std:0.009263793221277178
Iteration:23400	Loss_mean:0.009131867340693134	Loss_std:0.009581867596293994
Iteration:23500	Loss_mean:0.007923805741593242	Loss_std:0.007943848950932652
Iteration:23600	Loss_mean:0.008549354127660535	Loss_std:0.00908648535002072
Iteration:23700	Loss_mean:0.010940078948842712	Loss_std:0.01351962639155394
Iteration:23800	Loss_mean:0.009381024869799148	Loss_std:0.009121891018788672
Iteration:23900	Loss_mean:0.0072336784129402075	Loss_std:0.00865519498405068
Iteration:24000	Loss_mean:0.008174726431680029	Loss_std:0.0077781871426890106
Iteration:24100	Loss_mean:0.008909188995880868	Loss_std:0.008743951701638452
Iteration:24200	Loss_mean:0.009388701574782771	Loss_std:0.00874433488869933
Iteration:24300	Loss_mean:0.009010380547915703	Loss_std:0.008860922607843411
Iteration:24400	Loss_mean:0.008653200046792335	Loss_std:0.008941575401728317
Iteration:24500	Loss_mean:0.0088493898255183	Loss_std:0.009144612067722616
Iteration:24600	Loss_mean:0.008690544482815312	Loss_std:0.009195406126987497
Iteration:24700	Loss_mean:0.008119864710461116	Loss_std:0.00860069988252943
Iteration:24800	Loss_mean:0.008814676260426495	Loss_std:0.008028938718472064
Iteration:24900	Loss_mean:0.00940027515462134	Loss_std:0.008822629945285643
Iteration:25000	Loss_mean:0.009618694253006196	Loss_std:0.012557252411431364
Iteration:25100	Loss_mean:0.010410585741556132	Loss_std:0.011495588206709763
Iteration:25200	Loss_mean:0.007843650033148606	Loss_std:0.009565021551199399
Iteration:25300	Loss_mean:0.009734538459742908	Loss_std:0.010599392529833922
Iteration:25400	Loss_mean:0.010485306022310396	Loss_std:0.00915270375592633
Iteration:25500	Loss_mean:0.00788714189788152	Loss_std:0.009006034786666674
Iteration:25600	Loss_mean:0.010008816113549984	Loss_std:0.010214974160225928
Iteration:25700	Loss_mean:0.008951755501366279	Loss_std:0.008884559312318274
Iteration:25800	Loss_mean:0.009192950205106172	Loss_std:0.009289138499408333
Iteration:25900	Loss_mean:0.00726148365480185	Loss_std:0.00694741338643648
Iteration:26000	Loss_mean:0.008348583170627534	Loss_std:0.00917704154652908
Iteration:26100	Loss_mean:0.00968806997181673	Loss_std:0.009689285018125198
Iteration:26200	Loss_mean:0.007001975168495846	Loss_std:0.0070450831299815565
Iteration:26300	Loss_mean:0.008337092257570476	Loss_std:0.00697983637633244
Iteration:26400	Loss_mean:0.010543838996454724	Loss_std:0.010721645240810613
Iteration:26500	Loss_mean:0.00811306566814892	Loss_std:0.006844368293003588
Iteration:26600	Loss_mean:0.008345122093742248	Loss_std:0.007269200939636607
Iteration:26700	Loss_mean:0.009433041449810844	Loss_std:0.010223332625238972
Iteration:26800	Loss_mean:0.0082710869127186	Loss_std:0.006592843612095295
Iteration:26900	Loss_mean:0.00896387778557255	Loss_std:0.011256041064636903
Iteration:27000	Loss_mean:0.007839876744692447	Loss_std:0.007117599648759001
Iteration:27100	Loss_mean:0.00869456314978379	Loss_std:0.009290484396705632
Iteration:27200	Loss_mean:0.008170476216182578	Loss_std:0.008431056306605879
Iteration:27300	Loss_mean:0.009174584341435548	Loss_std:0.009204008532652772
Iteration:27400	Loss_mean:0.008637080241874174	Loss_std:0.009498272854703086
Iteration:27500	Loss_mean:0.009091150247331824	Loss_std:0.008628537955777138
Iteration:27600	Loss_mean:0.007728866019397174	Loss_std:0.009618300530883911
Iteration:27700	Loss_mean:0.007883805734891211	Loss_std:0.0067012598805261305
Iteration:27800	Loss_mean:0.008998556404476403	Loss_std:0.011146163041814027
Iteration:27900	Loss_mean:0.007480980096152052	Loss_std:0.00800383089104056
Iteration:28000	Loss_mean:0.009309179408519412	Loss_std:0.00969526218495326
Iteration:28100	Loss_mean:0.008127988636351802	Loss_std:0.007501986341151534
Iteration:28200	Loss_mean:0.008098833192198071	Loss_std:0.009576008085004788
Iteration:28300	Loss_mean:0.008725892646034482	Loss_std:0.011126964996575325
Iteration:28400	Loss_mean:0.009299704578879756	Loss_std:0.010706514237009187
Iteration:28500	Loss_mean:0.007290669795402209	Loss_std:0.009324390819317003
Iteration:28600	Loss_mean:0.00775186321567162	Loss_std:0.009012053224070208
Iteration:28700	Loss_mean:0.008311198509982205	Loss_std:0.008374618780848187
Iteration:28800	Loss_mean:0.008918961494709948	Loss_std:0.009599208392188235
Iteration:28900	Loss_mean:0.008859034810739104	Loss_std:0.01086224895114417
Iteration:29000	Loss_mean:0.00875264469475951	Loss_std:0.00783558521835014
Iteration:29100	Loss_mean:0.00775056960319489	Loss_std:0.008426864995129464
Iteration:29200	Loss_mean:0.00771865270093258	Loss_std:0.007318504737139038
Iteration:29300	Loss_mean:0.009201897684833966	Loss_std:0.008260376603097613
Iteration:29400	Loss_mean:0.009268519383795137	Loss_std:0.01338014932538996
Iteration:29500	Loss_mean:0.008060881768906257	Loss_std:0.008745227665661862
Iteration:29600	Loss_mean:0.008609355069638695	Loss_std:0.008411511678929947
Iteration:29700	Loss_mean:0.008462324435404298	Loss_std:0.010775905013000535
Iteration:29800	Loss_mean:0.008022310333976747	Loss_std:0.00792531790963255
Iteration:29900	Loss_mean:0.0076494957152317515	Loss_std:0.007673706022662298
Iteration:30000	Loss_mean:0.008447673684568145	Loss_std:0.0070063177900892126
Iteration:30100	Loss_mean:0.007762544687066111	Loss_std:0.007747784094885993
Iteration:30200	Loss_mean:0.008445085926141474	Loss_std:0.008591499283894423
Iteration:30300	Loss_mean:0.007462466407523607	Loss_std:0.007596491330440465
Iteration:30400	Loss_mean:0.007601811260883551	Loss_std:0.006976570575777245
Iteration:30500	Loss_mean:0.008608115497463587	Loss_std:0.011904053093592317
Iteration:30600	Loss_mean:0.006945769055164419	Loss_std:0.006274563602086723
Iteration:30700	Loss_mean:0.007466892262891633	Loss_std:0.008090841074212974
Iteration:30800	Loss_mean:0.008029490939734388	Loss_std:0.008683894376574115
Iteration:30900	Loss_mean:0.010164571332134074	Loss_std:0.010305096341312192
Iteration:31000	Loss_mean:0.007557122922225972	Loss_std:0.007189510648122958
Iteration:31100	Loss_mean:0.006533165573491715	Loss_std:0.00665616018188969
Iteration:31200	Loss_mean:0.008647975002422753	Loss_std:0.009082337769594781
Iteration:31300	Loss_mean:0.008450175487960223	Loss_std:0.009014271564853491
Iteration:31400	Loss_mean:0.008559969445559545	Loss_std:0.008469227829428981
Iteration:31500	Loss_mean:0.008438464521241258	Loss_std:0.008515296515733213
Iteration:31600	Loss_mean:0.008419954255150514	Loss_std:0.008875028539027014
Iteration:31700	Loss_mean:0.0072853231145279555	Loss_std:0.00815677321644155
Iteration:31800	Loss_mean:0.007706120176862896	Loss_std:0.007838430775616103
Iteration:31900	Loss_mean:0.009309488099534064	Loss_std:0.00907732856538755
Iteration:32000	Loss_mean:0.008168319911965228	Loss_std:0.008888426309598251
Iteration:32100	Loss_mean:0.007329548403522495	Loss_std:0.008099083798948272
Iteration:32200	Loss_mean:0.008946341193513944	Loss_std:0.010862050299840888
Iteration:32300	Loss_mean:0.007278455223422497	Loss_std:0.009245549701675222
Iteration:32400	Loss_mean:0.007576591311735683	Loss_std:0.007213910241996388
Iteration:32500	Loss_mean:0.00959759329649387	Loss_std:0.009607543031645311
Iteration:32600	Loss_mean:0.00955932708092405	Loss_std:0.009216041016738556
Iteration:32700	Loss_mean:0.007020635112858145	Loss_std:0.005792874681716755
Iteration:32800	Loss_mean:0.007484667765238555	Loss_std:0.008740074691544357
Iteration:32900	Loss_mean:0.008459841810763464	Loss_std:0.010110826511100691
Iteration:33000	Loss_mean:0.007065073683861556	Loss_std:0.007117671289905751
Iteration:33100	Loss_mean:0.006613602828219882	Loss_std:0.007475293016119446
Iteration:33200	Loss_mean:0.008711705410637477	Loss_std:0.008307682754005797
Iteration:33300	Loss_mean:0.0071869264893757645	Loss_std:0.006172067442548442
Iteration:33400	Loss_mean:0.008946391960271284	Loss_std:0.008836871876146464
Iteration:33500	Loss_mean:0.0064225990608974826	Loss_std:0.0070596125091490465
Iteration:33600	Loss_mean:0.01022278301868937	Loss_std:0.010805695949990028
Iteration:33700	Loss_mean:0.007384394188902661	Loss_std:0.007816283718160556
Iteration:33800	Loss_mean:0.006725148964656	Loss_std:0.007183968435929287
Iteration:33900	Loss_mean:0.00803008691422292	Loss_std:0.010535643772273413
Iteration:34000	Loss_mean:0.008250046992034186	Loss_std:0.009480847928087646
Iteration:34100	Loss_mean:0.006673810795782629	Loss_std:0.006194256180756124
Iteration:34200	Loss_mean:0.010482889238992356	Loss_std:0.010047188998746912
Iteration:34300	Loss_mean:0.007508393968018936	Loss_std:0.0068558056502665676
Iteration:34400	Loss_mean:0.007848158926794895	Loss_std:0.007030359189736498
Iteration:34500	Loss_mean:0.008485623516971828	Loss_std:0.007499693035446972
Iteration:34600	Loss_mean:0.008534375289078753	Loss_std:0.007827327970843102
Iteration:34700	Loss_mean:0.008121981092554052	Loss_std:0.007147061571741847
Iteration:34800	Loss_mean:0.007660998741048388	Loss_std:0.007834091896760409
Iteration:34900	Loss_mean:0.006766232646950812	Loss_std:0.006222254985481943
Iteration:35000	Loss_mean:0.006834932452657086	Loss_std:0.006162036509915353
Iteration:35100	Loss_mean:0.009248099682154134	Loss_std:0.009141891274934222
Iteration:35200	Loss_mean:0.00873825973075327	Loss_std:0.009526041810031324
Iteration:35300	Loss_mean:0.0076054709896743585	Loss_std:0.0072206825654956095
Iteration:35400	Loss_mean:0.008629237229179125	Loss_std:0.008335605693352139
Iteration:35500	Loss_mean:0.01137050671284669	Loss_std:0.011158253904883883
Iteration:35600	Loss_mean:0.009132495451776777	Loss_std:0.00965448374053709
